Date,Player_1,Player_2,Winner
2024-03-21,Shevchenko A.,Galan D.E.,Shevchenko A.
2024-03-21,Lajovic D.,Monfils G.,Monfils G.
2024-03-22,Safiullin R.,Schwartzman D.,Safiullin R.
2024-03-22,Van De Zandschulp B.,Humbert U.,Humbert U.
2024-03-22,Machac T.,Rublev A.,Machac T.
2024-03-23,Tiafoe F.,O Connell C.,O Connell C.
2024-03-23,Jarry N.,Draper J.,Jarry N.
2024-03-23,Michelsen A.,Griekspoor T.,Griekspoor T.
2024-03-23,Koepfer D.,Baez S.,Koepfer D.
2024-03-23,Fritz T.,Seyboth Wild T.,Seyboth Wild T.
2024-03-23,Shapovalov D.,Tsitsipas S.,Shapovalov D.
2024-03-23,Shang J.,Davidovich Fokina A.,Davidovich Fokina A.
2024-03-23,Murray A.,Etcheverry T.,Murray A.
2024-03-23,Vavassori A.,Sinner J.,Sinner J.
2024-03-23,Ruud C.,Van Assche L.,Ruud C.
2024-03-23,Bublik A.,Arnaldi M.,Arnaldi M.
2024-03-23,Medvedev D.,Fucsovics M.,Medvedev D.
2024-03-23,Cobolli F.,Norrie C.,Norrie C.
2024-03-23,Hurkacz H.,Shevchenko A.,Hurkacz H.
2024-03-23,Bautista Agut R.,Korda S.,Korda S.
2024-03-23,Zverev A.,Auger-Aliassime F.,Zverev A.
2024-03-23,Evans D.,Eubanks C.,Eubanks C.
2024-03-23,Alcaraz C.,Carballes Baena R.,Alcaraz C.
2024-03-24,Ofner S.,Cerundolo F.,Cerundolo F.
2024-03-24,Khachanov K.,Djere L.,Khachanov K.
2024-03-24,Thompson J.,Monfils G.,Monfils G.
2024-03-24,Hanfmann Y.,Mannarino A.,Hanfmann Y.
2024-03-24,Altmaier D.,Struff J.L.,Struff J.L.
2024-03-24,Shelton B.,Landaluce M.,Shelton B.
2024-03-24,Safiullin R.,Musetti L.,Musetti L.
2024-03-24,Popyrin A.,Lehecka J.,Popyrin A.
2024-03-24,Tabilo A.,Dimitrov G.,Dimitrov G.
2024-03-24,De Minaur A.,Kwon S.W.,De Minaur A.
2024-03-24,Rune H.,Marozsan F.,Marozsan F.
2024-03-24,Sinner J.,Griekspoor T.,Sinner J.
2024-03-24,Murray A.,Machac T.,Machac T.
2024-03-24,Arnaldi M.,Shapovalov D.,Arnaldi M.
2024-03-24,Damm M.,O Connell C.,O Connell C.
2024-03-24,Jarry N.,Seyboth Wild T.,Jarry N.
2024-03-24,Davidovich Fokina A.,Ruud C.,Ruud C.
2024-03-25,Koepfer D.,Humbert U.,Koepfer D.
2024-03-25,Norrie C.,Medvedev D.,Medvedev D.
2024-03-25,Marozsan F.,Popyrin A.,Marozsan F.
2024-03-25,Cerundolo F.,Khachanov K.,Khachanov K.
2024-03-25,Zverev A.,Eubanks C.,Zverev A.
2024-03-25,Struff J.L.,De Minaur A.,De Minaur A.
2024-03-25,Hurkacz H.,Korda S.,Hurkacz H.
2024-03-25,Monfils G.,Alcaraz C.,Alcaraz C.
2024-03-25,Dimitrov G.,Hanfmann Y.,Dimitrov G.
2024-03-25,Shelton B.,Musetti L.,Musetti L.
2024-03-26,Machac T.,Arnaldi M.,Machac T.
2024-03-26,Koepfer D.,Medvedev D.,Medvedev D.
2024-03-26,Jarry N.,Ruud C.,Jarry N.
2024-03-26,O Connell C.,Sinner J.,Sinner J.
2024-03-26,Dimitrov G.,Hurkacz H.,Dimitrov G.
2024-03-26,Musetti L.,Alcaraz C.,Alcaraz C.
2024-03-27,Marozsan F.,De Minaur A.,Marozsan F.
2024-03-27,Khachanov K.,Zverev A.,Zverev A.
2024-03-27,Sinner J.,Machac T.,Sinner J.
2024-03-28,Jarry N.,Medvedev D.,Medvedev D.
2024-03-28,Zverev A.,Marozsan F.,Zverev A.
2024-03-28,Alcaraz C.,Dimitrov G.,Dimitrov G.
2024-03-29,Sinner J.,Medvedev D.,Sinner J.
2024-03-29,Zverev A.,Dimitrov G.,Dimitrov G.
2024-03-31,Sinner J.,Dimitrov G.,Sinner J.
2024-04-01,Kecmanovic M.,Bautista Agut R.,Bautista Agut R.
2024-04-01,Thiem D.,Marterer M.,Thiem D.
2024-04-01,Pouille L.,Borges N.,Borges N.
2024-04-03,Fucsovics M.,Cachin P.,Fucsovics M.
2024-04-03,Altmaier D.,Martinez P.,Martinez P.
2024-04-03,Choinski J.,Fonseca J.,Choinski J.
2024-04-03,Koepfer D.,Llamas Ruiz P.,Llamas Ruiz P.
2024-04-03,Jorda Sanchis D.,Faria J.,Jorda Sanchis D.
2024-04-03,Rodionov J.,Garin C.,Garin C.
2024-04-03,Fils A.,Sousa J.,Fils A.
2024-04-03,Rocha H.,Monfils G.,Monfils G.
2024-04-03,Van De Zandschulp B.,Coria F.,Van De Zandschulp B.
2024-04-04,Thiem D.,Gasquet R.,Gasquet R.
2024-04-04,Hurkacz H.,Choinski J.,Hurkacz H.
2024-04-04,Jorda Sanchis D.,Llamas Ruiz P.,Llamas Ruiz P.
2024-04-04,Borges N.,Musetti L.,Borges N.
2024-04-04,Fils A.,Garin C.,Garin C.
2024-04-04,Martinez P.,Bautista Agut R.,Martinez P.
2024-04-04,Van De Zandschulp B.,Ruud C.,Ruud C.
2024-04-04,Fucsovics M.,Monfils G.,Fucsovics M.
2024-04-05,Llamas Ruiz P.,Hurkacz H.,Hurkacz H.
2024-04-05,Garin C.,Borges N.,Garin C.
2024-04-05,Gasquet R.,Martinez P.,Martinez P.
2024-04-05,Ruud C.,Fucsovics M.,Ruud C.
2024-04-06,Garin C.,Hurkacz H.,Hurkacz H.
2024-04-06,Martinez P.,Ruud C.,Martinez P.
2024-04-07,Martinez P.,Hurkacz H.,Hurkacz H.
2024-04-01,Nakashima B.,Ajdukovic D.,Nakashima B.
2024-04-01,Kypson P.,Bergs Z.,Bergs Z.
2024-04-02,Hijikata R.,Eubanks C.,Hijikata R.
2024-04-02,Ritschard A.,Wolf J.J.,Wolf J.J.
2024-04-02,Darderi L.,Kudla D.,Darderi L.
2024-04-02,Paire B.,Galan D.E.,Galan D.E.
2024-04-02,Duckworth J.,Brouwer G.,Duckworth J.
2024-04-02,Michelsen A.,Purcell M.,Purcell M.
2024-04-02,Mmoh M.,Varillas J.P.,Mmoh M.
2024-04-02,Kokkinakis T.,Kovacevic A.,Kovacevic A.
2024-04-03,Giron M.,Shapovalov D.,Giron M.
2024-04-03,Wu Y.,Thompson J.,Thompson J.
2024-04-03,Darderi L.,Cerundolo F.,Darderi L.
2024-04-03,Hijikata R.,Nakashima B.,Nakashima B.
2024-04-04,Shelton B.,Bergs Z.,Shelton B.
2024-04-04,Wolf J.J.,Giron M.,Giron M.
2024-04-04,Mmoh M.,Purcell M.,Mmoh M.
2024-04-04,Galan D.E.,Etcheverry T.,Etcheverry T.
2024-04-05,Tiafoe F.,Duckworth J.,Tiafoe F.
2024-04-05,Kovacevic A.,Thompson J.,Thompson J.
2024-04-05,Shelton B.,Nakashima B.,Shelton B.
2024-04-05,Giron M.,Darderi L.,Darderi L.
2024-04-06,Tiafoe F.,Thompson J.,Tiafoe F.
2024-04-06,Etcheverry T.,Shelton B.,Shelton B.
2024-04-06,Tiafoe F.,Darderi L.,Tiafoe F.
2024-04-07,Tiafoe F.,Shelton B.,Shelton B.
2024-04-01,Munar J.,Van Assche L.,Munar J.
2024-04-01,Benchetrit E.,Kotov P.,Kotov P.
2024-04-01,Navone M.,Dougaz A.,Navone M.
2024-04-02,Muller A.,Vukic A.,Vukic A.
2024-04-02,Nagal S.,Moutet C.,Nagal S.
2024-04-02,Shelbayh A.,Cobolli F.,Cobolli F.
2024-04-02,Berrettini M.,Shevchenko A.,Berrettini M.
2024-04-02,Gaston H.,Fognini F.,Fognini F.
2024-04-02,Moreno De Alboran N.,Diaz Acosta F.,Moreno De Alboran N.
2024-04-02,Ramos-Vinolas A.,Wawrinka S.,Wawrinka S.
2024-04-02,Goffin D.,Rinderknech A.,Goffin D.
2024-04-03,Nagal S.,Sonego L.,Sonego L.
2024-04-03,Kotov P.,Cobolli F.,Kotov P.
2024-04-03,Munar J.,Berrettini M.,Berrettini M.
2024-04-03,Fognini F.,Djere L.,Fognini F.
2024-04-04,Evans D.,Carballes Baena R.,Carballes Baena R.
2024-04-04,Moreno De Alboran N.,Goffin D.,Moreno De Alboran N.
2024-04-04,Wawrinka S.,Navone M.,Navone M.
2024-04-04,Vukic A.,Ofner S.,Vukic A.
2024-04-05,Moreno De Alboran N.,Carballes Baena R.,Carballes Baena R.
2024-04-05,Kotov P.,Fognini F.,Kotov P.
2024-04-05,Sonego L.,Berrettini M.,Berrettini M.
2024-04-05,Navone M.,Vukic A.,Navone M.
2024-04-06,Kotov P.,Carballes Baena R.,Carballes Baena R.
2024-04-06,Berrettini M.,Navone M.,Berrettini M.
2024-04-07,Carballes Baena R.,Berrettini M.,Berrettini M.
2024-04-07,Struff J.L.,Baez S.,Struff J.L.
2024-04-07,Koepfer D.,Griekspoor T.,Griekspoor T.
2024-04-07,Coric B.,Bublik A.,Coric B.
2024-04-07,Fritz T.,Musetti L.,Musetti L.
2024-04-08,Ofner S.,Evans D.,Ofner S.
2024-04-08,Nardi L.,Auger-Aliassime F.,Auger-Aliassime F.
2024-04-08,Popyrin A.,Moutet C.,Popyrin A.
2024-04-08,Arnaldi M.,Nagal S.,Nagal S.
2024-04-08,Cerundolo F.,Altmaier D.,Cerundolo F.
2024-04-08,Vacherot V.,Dimitrov G.,Dimitrov G.
2024-04-08,Tabilo A.,O Connell C.,Tabilo A.
2024-04-08,Hanfmann Y.,Fils A.,Fils A.
2024-04-08,Khachanov K.,Norrie C.,Khachanov K.
2024-04-08,Munar J.,Safiullin R.,Safiullin R.
2024-04-08,Humbert U.,Coria F.,Humbert U.
2024-04-09,Giron M.,Zhang Zh.,Zhang Zh.
2024-04-09,De Minaur A.,Wawrinka S.,De Minaur A.
2024-04-09,Diaz Acosta F.,Bautista Agut R.,Bautista Agut R.
2024-04-09,Korda S.,Davidovich Fokina A.,Korda S.
2024-04-09,Draper J.,Hurkacz H.,Hurkacz H.
2024-04-09,Kecmanovic M.,Berrettini M.,Kecmanovic M.
2024-04-09,Jarry N.,Etcheverry T.,Etcheverry T.
2024-04-09,Monfils G.,Vukic A.,Monfils G.
2024-04-09,Safiullin R.,Djokovic N.,Djokovic N.
2024-04-09,Zverev A.,Ofner S.,Zverev A.
2024-04-09,Coric B.,Struff J.L.,Struff J.L.
2024-04-09,Musetti L.,Fils A.,Musetti L.
2024-04-10,Rublev A.,Popyrin A.,Popyrin A.
2024-04-10,Sonego L.,Auger-Aliassime F.,Sonego L.
2024-04-10,Griekspoor T.,De Minaur A.,De Minaur A.
2024-04-10,Khachanov K.,Cerundolo F.,Khachanov K.
2024-04-10,Korda S.,Sinner J.,Sinner J.
2024-04-10,Humbert U.,Zhang Zh.,Humbert U.
2024-04-10,Etcheverry T.,Tsitsipas S.,Tsitsipas S.
2024-04-10,Hurkacz H.,Bautista Agut R.,Hurkacz H.
2024-04-10,Monfils G.,Medvedev D.,Medvedev D.
2024-04-10,Ruud C.,Tabilo A.,Ruud C.
2024-04-11,Kecmanovic M.,Dimitrov G.,Dimitrov G.
2024-04-11,Rune H.,Nagal S.,Rune H.
2024-04-11,Popyrin A.,De Minaur A.,De Minaur A.
2024-04-11,Khachanov K.,Medvedev D.,Khachanov K.
2024-04-11,Zverev A.,Tsitsipas S.,Tsitsipas S.
2024-04-11,Djokovic N.,Musetti L.,Djokovic N.
2024-04-11,Dimitrov G.,Rune H.,Rune H.
2024-04-11,Sinner J.,Struff J.L.,Sinner J.
2024-04-11,Hurkacz H.,Ruud C.,Ruud C.
2024-04-11,Humbert U.,Sonego L.,Humbert U.
2024-04-12,Khachanov K.,Tsitsipas S.,Tsitsipas S.
2024-04-12,Sinner J.,Rune H.,Sinner J.
2024-04-12,De Minaur A.,Djokovic N.,Djokovic N.
2024-04-12,Ruud C.,Humbert U.,Ruud C.
2024-04-13,Sinner J.,Tsitsipas S.,Tsitsipas S.
2024-04-13,Ruud C.,Djokovic N.,Ruud C.
2024-04-14,Ruud C.,Tsitsipas S.,Tsitsipas S.
2024-04-15,Nakashima B.,Evans D.,Nakashima B.
2024-04-15,Rincon D.,Diaz Acosta F.,Diaz Acosta F.
2024-04-15,Bautista Agut R.,Safiullin R.,Bautista Agut R.
2024-04-15,Ajdukovic D.,Trungelliti M.,Trungelliti M.
2024-04-15,Mayot H.,Cachin P.,Mayot H.
2024-04-15,Landaluce M.,Hardt N.,Hardt N.
2024-04-15,Ofner S.,Kotov P.,Ofner S.
2024-04-15,Ramos-Vinolas A.,Muller A.,Muller A.
2024-04-16,Van Assche L.,Zhang Zh.,Van Assche L.
2024-04-16,Schwartzman D.,Lajovic D.,Lajovic D.
2024-04-16,Carballes Baena R.,Grenier H.,Carballes Baena R.
2024-04-16,Nishioka Y.,Munar J.,Munar J.
2024-04-16,Machac T.,Shang J.,Machac T.
2024-04-16,Popyrin A.,Altmaier D.,Altmaier D.
2024-04-16,Nadal R.,Cobolli F.,Nadal R.
2024-04-16,Coric B.,Diaz Acosta F.,Diaz Acosta F.
2024-04-16,Nakashima B.,Rublev A.,Nakashima B.
2024-04-16,Baez S.,Arnaldi M.,Arnaldi M.
2024-04-16,Etcheverry T.,Hardt N.,Etcheverry T.
2024-04-17,Vavassori A.,Bautista Agut R.,Bautista Agut R.
2024-04-17,Trungelliti M.,Jarry N.,Trungelliti M.
2024-04-17,Munar J.,Thompson J.,Thompson J.
2024-04-17,Ruud C.,Muller A.,Ruud C.
2024-04-17,Humbert U.,Lajovic D.,Lajovic D.
2024-04-17,De Minaur A.,Nadal R.,De Minaur A.
2024-04-17,Musetti L.,Carballes Baena R.,Carballes Baena R.
2024-04-17,Tsitsipas S.,Ofner S.,Tsitsipas S.
2024-04-17,Altmaier D.,Fils A.,Fils A.
2024-04-18,Norrie C.,Bautista Agut R.,Norrie C.
2024-04-18,Nakashima B.,Etcheverry T.,Etcheverry T.
2024-04-18,Lajovic D.,Davidovich Fokina A.,Lajovic D.
2024-04-18,Trungelliti M.,Arnaldi M.,Arnaldi M.
2024-04-18,Ruud C.,Thompson J.,Ruud C.
2024-04-18,Marozsan F.,Diaz Acosta F.,Diaz Acosta F.
2024-04-18,Tsitsipas S.,Carballes Baena R.,Tsitsipas S.
2024-04-18,De Minaur A.,Fils A.,Fils A.
2024-04-19,Etcheverry T.,Norrie C.,Etcheverry T.
2024-04-19,Arnaldi M.,Ruud C.,Ruud C.
2024-04-19,Tsitsipas S.,Diaz Acosta F.,Tsitsipas S.
2024-04-19,Fils A.,Lajovic D.,Lajovic D.
2024-04-20,Ruud C.,Etcheverry T.,Ruud C.
2024-04-20,Lajovic D.,Tsitsipas S.,Tsitsipas S.
2024-04-21,Ruud C.,Tsitsipas S.,Ruud C.
2024-04-15,Nardi L.,Seyboth Wild T.,Seyboth Wild T.
2024-04-15,Navone M.,Darderi L.,Navone M.
2024-04-15,Gaston H.,Rinderknech A.,Rinderknech A.
2024-04-15,Coria F.,Bonzi B.,Coria F.
2024-04-16,Sonego L.,Fonseca J.,Fonseca J.
2024-04-16,Fucsovics M.,Vacherot V.,Fucsovics M.
2024-04-16,Kovacevic A.,Albot R.,Albot R.
2024-04-16,Moutet C.,Shapovalov D.,Moutet C.
2024-04-16,Taberner C.,Martinez P.,Martinez P.
2024-04-16,Borges N.,Wawrinka S.,Borges N.
2024-04-16,Goffin D.,Kecmanovic M.,Kecmanovic M.
2024-04-17,Barrere G.,Kokkinakis T.,Barrere G.
2024-04-17,Rinderknech A.,Tabilo A.,Tabilo A.
2024-04-18,Fonseca J.,Albot R.,Fonseca J.
2024-04-18,Borges N.,Moutet C.,Moutet C.
2024-04-18,Fucsovics M.,Griekspoor T.,Fucsovics M.
2024-04-19,Korda S.,Barrere G.,Barrere G.
2024-04-19,Martinez P.,Kecmanovic M.,Martinez P.
2024-04-19,Seyboth Wild T.,Navone M.,Navone M.
2024-04-19,Cerundolo F.,Coria F.,Cerundolo F.
2024-04-19,Moutet C.,Fucsovics M.,Fucsovics M.
2024-04-19,Barrere G.,Martinez P.,Barrere G.
2024-04-19,Fonseca J.,Tabilo A.,Tabilo A.
2024-04-20,Navone M.,Cerundolo F.,Navone M.
2024-04-20,Tabilo A.,Fucsovics M.,Fucsovics M.
2024-04-20,Navone M.,Barrere G.,Navone M.
2024-04-21,Navone M.,Fucsovics M.,Fucsovics M.
2024-04-15,Michelsen A.,Rehberg M.,Michelsen A.
2024-04-15,Kopriva V.,Draper J.,Draper J.
2024-04-15,Moro Canas A.,Thiem D.,Moro Canas A.
2024-04-15,Passaro F.,Molleker R.,Molleker R.
2024-04-16,Rodionov J.,Vukic A.,Rodionov J.
2024-04-16,O Connell C.,Daniel T.,Daniel T.
2024-04-16,Garin C.,Koepfer D.,Garin C.
2024-04-16,Ugo Carabelli C.,Galan D.E.,Galan D.E.
2024-04-16,Auger-Aliassime F.,Marterer M.,Auger-Aliassime F.
2024-04-16,Gakhov I.,Van De Zandschulp B.,Van De Zandschulp B.
2024-04-16,Hanfmann Y.,Shevchenko A.,Hanfmann Y.
2024-04-16,Topo M.,Huesler M.A.,Huesler M.A.
2024-04-17,Draper J.,Molleker R.,Draper J.
2024-04-17,Rodionov J.,Zverev A.,Zverev A.
2024-04-18,Garin C.,Michelsen A.,Garin C.
2024-04-18,Moro Canas A.,Fritz T.,Fritz T.
2024-04-18,Rune H.,Galan D.E.,Rune H.
2024-04-18,Hanfmann Y.,Huesler M.A.,Huesler M.A.
2024-04-18,Struff J.L.,Van De Zandschulp B.,Struff J.L.
2024-04-18,Daniel T.,Auger-Aliassime F.,Auger-Aliassime F.
2024-04-19,Fritz T.,Draper J.,Fritz T.
2024-04-19,Zverev A.,Garin C.,Garin C.
2024-04-19,Rune H.,Huesler M.A.,Rune H.
2024-04-20,Auger-Aliassime F.,Struff J.L.,Struff J.L.
2024-04-20,Fritz T.,Garin C.,Fritz T.
2024-04-20,Rune H.,Struff J.L.,Struff J.L.
2024-04-21,Struff J.L.,Fritz T.,Struff J.L.
2024-04-24,Borges N.,Munar J.,Munar J.
2024-04-24,Navone M.,Popyrin A.,Navone M.
2024-04-24,Vukic A.,Daniel T.,Daniel T.
2024-04-24,Seyboth Wild T.,Safiullin R.,Seyboth Wild T.
2024-04-24,Landaluce M.,Altmaier D.,Altmaier D.
2024-04-24,Shevchenko A.,Rinderknech A.,Shevchenko A.
2024-04-24,Bergs Z.,Van Assche L.,Van Assche L.
2024-04-24,Darderi L.,Monfils G.,Darderi L.
2024-04-24,Karatsev A.,Marozsan F.,Marozsan F.
2024-04-24,Coric B.,Hassan B.,Coric B.
2024-04-24,Kokkinakis T.,Draper J.,Draper J.
2024-04-24,Bagnis F.,Nakashima B.,Bagnis F.
2024-04-24,Eubanks C.,Van De Zandschulp B.,Van De Zandschulp B.
2024-04-24,Klein L.,Llamas Ruiz P.,Klein L.
2024-04-24,Moutet C.,Shang J.,Shang J.
2024-04-24,Shapovalov D.,Diaz Acosta F.,Shapovalov D.
2024-04-25,Ofner S.,Cachin P.,Cachin P.
2024-04-25,Cobolli F.,Tabilo A.,Cobolli F.
2024-04-25,Nishioka Y.,Auger-Aliassime F.,Auger-Aliassime F.
2024-04-25,Machac T.,Ruusuvuori E.,Machac T.
2024-04-25,Giron M.,Purcell M.,Purcell M.
2024-04-25,Sonego L.,Gasquet R.,Sonego L.
2024-04-25,Lajovic D.,Monteiro T.,Monteiro T.
2024-04-25,Arnaldi M.,O Connell C.,Arnaldi M.
2024-04-25,Galan D.E.,Bautista Agut R.,Bautista Agut R.
2024-04-25,Mensik J.,Hanfmann Y.,Mensik J.
2024-04-25,Zhang Zh.,Kecmanovic M.,Kecmanovic M.
2024-04-25,Kotov P.,Ramos-Vinolas A.,Kotov P.
2024-04-25,Kovacevic A.,Medjedovic H.,Medjedovic H.
2024-04-25,Nadal R.,Blanch D.,Nadal R.
2024-04-25,Michelsen A.,Fonseca J.,Fonseca J.
2024-04-25,Carballes Baena R.,Koepfer D.,Carballes Baena R.
2024-04-26,Klein L.,Paul T.,Paul T.
2024-04-26,Seyboth Wild T.,Musetti L.,Seyboth Wild T.
2024-04-26,Marozsan F.,Cerundolo F.,Cerundolo F.
2024-04-26,Rublev A.,Bagnis F.,Rublev A.
2024-04-26,Fils A.,Altmaier D.,Altmaier D.
2024-04-26,Davidovich Fokina A.,Shang J.,Davidovich Fokina A.
2024-04-26,Etcheverry T.,Shapovalov D.,Shapovalov D.
2024-04-26,Baez S.,Van Assche L.,Baez S.
2024-04-26,Draper J.,Hurkacz H.,Hurkacz H.
2024-04-26,Alcaraz C.,Shevchenko A.,Alcaraz C.
2024-04-26,Darderi L.,Fritz T.,Fritz T.
2024-04-26,Humbert U.,Van De Zandschulp B.,Humbert U.
2024-04-26,Navone M.,Rune H.,Rune H.
2024-04-26,Struff J.L.,Munar J.,Struff J.L.
2024-04-26,Daniel T.,Griekspoor T.,Griekspoor T.
2024-04-26,Zverev A.,Coric B.,Zverev A.
2024-04-27,Tsitsipas S.,Monteiro T.,Monteiro T.
2024-04-27,Korda S.,Purcell M.,Korda S.
2024-04-27,Medjedovic H.,Lehecka J.,Lehecka J.
2024-04-27,Sinner J.,Sonego L.,Sinner J.
2024-04-27,Tiafoe F.,Cachin P.,Cachin P.
2024-04-27,Kotov P.,Thompson J.,Kotov P.
2024-04-27,De Minaur A.,Nadal R.,Nadal R.
2024-04-27,Medvedev D.,Arnaldi M.,Medvedev D.
2024-04-27,Carballes Baena R.,Bublik A.,Bublik A.
2024-04-27,Mensik J.,Dimitrov G.,Mensik J.
2024-04-27,Bautista Agut R.,Khachanov K.,Khachanov K.
2024-04-27,Auger-Aliassime F.,Mannarino A.,Auger-Aliassime F.
2024-04-27,Jarry N.,Cobolli F.,Cobolli F.
2024-04-27,Shelton B.,Machac T.,Shelton B.
2024-04-27,Fonseca J.,Norrie C.,Norrie C.
2024-04-27,Ruud C.,Kecmanovic M.,Ruud C.
2024-04-28,Humbert U.,Struff J.L.,Struff J.L.
2024-04-28,Griekspoor T.,Rune H.,Griekspoor T.
2024-04-28,Davidovich Fokina A.,Rublev A.,Rublev A.
2024-04-28,Hurkacz H.,Altmaier D.,Hurkacz H.
2024-04-28,Seyboth Wild T.,Alcaraz C.,Alcaraz C.
2024-04-28,Fritz T.,Baez S.,Fritz T.
2024-04-28,Paul T.,Cerundolo F.,Cerundolo F.
2024-04-28,Zverev A.,Shapovalov D.,Zverev A.
2024-04-29,Shelton B.,Bublik A.,Bublik A.
2024-04-29,Lehecka J.,Monteiro T.,Lehecka J.
2024-04-29,Korda S.,Medvedev D.,Medvedev D.
2024-04-29,Nadal R.,Cachin P.,Nadal R.
2024-04-29,Norrie C.,Ruud C.,Ruud C.
2024-04-29,Sinner J.,Kotov P.,Sinner J.
2024-04-29,Cobolli F.,Khachanov K.,Khachanov K.
2024-04-30,Medvedev D.,Bublik A.,Medvedev D.
2024-04-30,Griekspoor T.,Rublev A.,Rublev A.
2024-04-30,Fritz T.,Hurkacz H.,Fritz T.
2024-04-30,Zverev A.,Cerundolo F.,Cerundolo F.
2024-04-30,Alcaraz C.,Struff J.L.,Alcaraz C.
2024-04-30,Khachanov K.,Sinner J.,Sinner J.
2024-04-30,Auger-Aliassime F.,Ruud C.,Auger-Aliassime F.
2024-04-30,Nadal R.,Lehecka J.,Lehecka J.
2024-05-01,Rublev A.,Alcaraz C.,Rublev A.
2024-05-01,Cerundolo F.,Fritz T.,Fritz T.
2024-05-03,Rublev A.,Fritz T.,Rublev A.
2024-05-05,Auger-Aliassime F.,Rublev A.,Rublev A.
2024-05-08,Zhang Zh.,Galan D.E.,Zhang Zh.
2024-05-08,Mensik J.,Hanfmann Y.,Hanfmann Y.
2024-05-08,Nishioka Y.,Ofner S.,Nishioka Y.
2024-05-08,Martinez P.,Borges N.,Borges N.
2024-05-08,Darderi L.,Shapovalov D.,Darderi L.
2024-05-08,Michelsen A.,Kotov P.,Kotov P.
2024-05-08,Cobolli F.,Marterer M.,Cobolli F.
2024-05-08,Monfils G.,Monteiro T.,Monteiro T.
2024-05-08,Shevchenko A.,Marozsan F.,Shevchenko A.
2024-05-08,Eubanks C.,Atmane T.,Atmane T.
2024-05-08,Vukic A.,Schwartzman D.,Vukic A.
2024-05-09,Vavassori A.,Koepfer D.,Koepfer D.
2024-05-09,Munar J.,Hijikata R.,Munar J.
2024-05-09,Barrere G.,Seyboth Wild T.,Seyboth Wild T.
2024-05-09,Medjedovic H.,Popyrin A.,Medjedovic H.
2024-05-09,Rinderknech A.,Passaro F.,Passaro F.
2024-05-09,Nadal R.,Bergs Z.,Nadal R.
2024-05-09,Wolf J.J.,Napolitano S.,Napolitano S.
2024-05-09,Gigante M.,Zeppieri G.,Gigante M.
2024-05-09,Safiullin R.,Moutet C.,Moutet C.
2024-05-09,Kecmanovic M.,Nakashima B.,Kecmanovic M.
2024-05-09,Mayot H.,Arnaldi M.,Arnaldi M.
2024-05-09,Draper J.,Coric B.,Draper J.
2024-05-09,Ruusuvuori E.,Giron M.,Giron M.
2024-05-09,Struff J.L.,Cachin P.,Struff J.L.
2024-05-09,Moreno De Alboran N.,Van De Zandschulp B.,Van De Zandschulp B.
2024-05-09,Fognini F.,Evans D.,Fognini F.
2024-05-09,Fucsovics M.,Muller A.,Muller A.
2024-05-09,Karatsev A.,Mcdonald M.,Karatsev A.
2024-05-09,Sonego L.,Lajovic D.,Lajovic D.
2024-05-09,Nardi L.,Altmaier D.,Nardi L.
2024-05-10,Bublik A.,Borges N.,Borges N.
2024-05-10,Dimitrov G.,Nishioka Y.,Dimitrov G.
2024-05-10,Navone M.,Darderi L.,Darderi L.
2024-05-10,Shelton B.,Kotov P.,Shelton B.
2024-05-10,Mannarino A.,Zhang Zh.,Zhang Zh.
2024-05-10,Monteiro T.,Thompson J.,Monteiro T.
2024-05-10,Cobolli F.,Korda S.,Korda S.
2024-05-10,Zverev A.,Vukic A.,Zverev A.
2024-05-10,Griekspoor T.,Passaro F.,Passaro F.
2024-05-10,Khachanov K.,Shevchenko A.,Khachanov K.
2024-05-10,Hanfmann Y.,Tabilo A.,Tabilo A.
2024-05-10,Fritz T.,Fognini F.,Fritz T.
2024-05-10,Ruud C.,Kecmanovic M.,Kecmanovic M.
2024-05-10,Cerundolo F.,Gigante M.,Cerundolo F.
2024-05-10,Moutet C.,Djokovic N.,Djokovic N.
2024-05-11,Etcheverry T.,Seyboth Wild T.,Etcheverry T.
2024-05-11,Davidovich Fokina A.,Medjedovic H.,Medjedovic H.
2024-05-11,Jarry N.,Arnaldi M.,Jarry N.
2024-05-11,Nadal R.,Hurkacz H.,Hurkacz H.
2024-05-11,Paul T.,Karatsev A.,Paul T.
2024-05-11,Shang J.,Napolitano S.,Napolitano S.
2024-05-11,Koepfer D.,Tiafoe F.,Koepfer D.
2024-05-11,Carballes Baena R.,De Minaur A.,De Minaur A.
2024-05-11,Muller A.,Fils A.,Muller A.
2024-05-11,Draper J.,Medvedev D.,Medvedev D.
2024-05-11,Baez S.,Lajovic D.,Baez S.
2024-05-11,Munar J.,Norrie C.,Norrie C.
2024-05-11,Tsitsipas S.,Struff J.L.,Tsitsipas S.
2024-05-11,Van De Zandschulp B.,Auger-Aliassime F.,Auger-Aliassime F.
2024-05-11,Rune H.,Nardi L.,Rune H.
2024-05-11,Giron M.,Rublev A.,Rublev A.
2024-05-12,Monteiro T.,Kecmanovic M.,Monteiro T.
2024-05-12,Passaro F.,Borges N.,Borges N.
2024-05-12,Khachanov K.,Cerundolo F.,Khachanov K.
2024-05-12,Atmane T.,Dimitrov G.,Dimitrov G.
2024-05-12,Tabilo A.,Djokovic N.,Tabilo A.
2024-05-12,Korda S.,Fritz T.,Fritz T.
