Date,Player_1,Player_2,Winner
2015-02-18,Bautista R.,Pospisil V.,Bautista R.
2015-02-19,Raonic M.,Bolelli S.,Bolelli S.
2015-02-19,Simon G.,Coric B.,Simon G.
2015-02-19,Paire B.,Wawrinka S.,Wawrinka S.
2015-02-19,Chardy J.,Gulbis E.,Chardy J.
2015-02-20,Thiem D.,Bautista R.,Bautista R.
2015-02-20,Monfils G.,Bolelli S.,Monfils G.
2015-02-20,Wawrinka S.,Stakhovsky S.,Stakhovsky S.
2015-02-20,Simon G.,Chardy J.,Simon G.
2015-02-21,Bautista R.,Monfils G.,Monfils G.
2015-02-21,Simon G.,Stakhovsky S.,Simon G.
2015-02-22,Monfils G.,Simon G.,Simon G.
2015-02-16,Haider-Maurer A.,Ramos-Vinolas A.,Haider-Maurer A.
2015-02-16,Cecchinato M.,Nieminen J.,Nieminen J.
2015-02-16,Robredo T.,Ymer E.,Robredo T.
2015-02-17,Clezar G.,De Bakker T.,De Bakker T.
2015-02-17,Fognini F.,Vesely J.,Fognini F.
2015-02-17,Lorenzi P.,Andujar P.,Andujar P.
2015-02-17,Souza J.,Arguello F.,Souza J.
2015-02-17,Lajovic D.,Klizan M.,Klizan M.
2015-02-17,Cuevas P.,Almagro N.,Cuevas P.
2015-02-17,Gonzalez M.,Montanes A.,Montanes A.
2015-02-17,Ferrer D.,Gimeno-Traver D.,Ferrer D.
2015-02-17,Berlocq C.,Carreno-Busta P.,Carreno-Busta P.
2015-02-17,Nadal R.,Bellucci T.,Nadal R.
2015-02-18,Robredo T.,Haider-Maurer A.,Haider-Maurer A.
2015-02-18,Monaco J.,Nieminen J.,Monaco J.
2015-02-18,Rola B.,Souza J.,Souza J.
2015-02-19,Delbonis F.,Klizan M.,Delbonis F.
2015-02-19,Montanes A.,Cuevas P.,Cuevas P.
2015-02-19,Fognini F.,Andujar P.,Fognini F.
2015-02-19,Carreno-Busta P.,Nadal R.,Nadal R.
2015-02-20,Ferrer D.,Monaco J.,Ferrer D.
2015-02-20,Souza J.,Haider-Maurer A.,Haider-Maurer A.
2015-02-20,Fognini F.,Delbonis F.,Fognini F.
2015-02-21,Cuevas P.,Nadal R.,Nadal R.
2015-02-21,Ferrer D.,Haider-Maurer A.,Ferrer D.
2015-02-21,Nadal R.,Fognini F.,Fognini F.
2015-02-22,Ferrer D.,Fognini F.,Ferrer D.
2015-02-23,Groth S.,Dolgopolov O.,Dolgopolov O.
2015-02-23,Matosevic M.,Granollers M.,Matosevic M.
2015-02-24,Kamke T.,Becker B.,Becker B.
2015-02-24,Anderson K.,Brown D.,Anderson K.
2015-02-24,Kokkinakis T.,Lajovic D.,Lajovic D.
2015-02-24,Giraldo S.,Krajicek A.,Giraldo S.
2015-02-24,Estrella Burgos V.,Lu Y.H.,Lu Y.H.
2015-02-24,Haider-Maurer A.,Haase R.,Haider-Maurer A.
2015-02-24,Krajinovic F.,Dimitrov G.,Dimitrov G.
2015-02-24,Johnson S.,Dodig I.,Johnson S.
2015-02-24,Garza D.,Troicki V.,Troicki V.
2015-02-25,Tomic B.,Mannarino A.,Tomic B.
2015-02-25,Gonzalez A.,Nishikori K.,Nishikori K.
2015-02-25,Karlovic I.,Gabashvili T.,Karlovic I.
2015-02-25,Sijsling I.,Ferrer D.,Ferrer D.
2015-02-25,Harrison R.,Dimitrov G.,Harrison R.
2015-02-25,Haider-Maurer A.,Dolgopolov O.,Dolgopolov O.
2015-02-25,Anderson K.,Johnson S.,Anderson K.
2015-02-25,Giraldo S.,Troicki V.,Troicki V.
2015-02-25,Tomic B.,Becker B.,Tomic B.
2015-02-26,Lajovic D.,Karlovic I.,Karlovic I.
2015-02-26,Nishikori K.,Lu Y.H.,Nishikori K.
2015-02-26,Matosevic M.,Ferrer D.,Ferrer D.
2015-02-26,Anderson K.,Troicki V.,Anderson K.
2015-02-26,Dolgopolov O.,Nishikori K.,Nishikori K.
2015-02-27,Harrison R.,Karlovic I.,Harrison R.
2015-02-27,Tomic B.,Ferrer D.,Ferrer D.
2015-02-28,Nishikori K.,Anderson K.,Nishikori K.
2015-02-28,Harrison R.,Ferrer D.,Ferrer D.
2015-03-01,Ferrer D.,Nishikori K.,Ferrer D.
2015-02-23,Bellucci T.,Lorenzi P.,Lorenzi P.
2015-02-23,Mayer L.,Robert S.,Mayer L.
2015-02-24,Gonzalez M.,Monaco J.,Monaco J.
2015-02-24,Olivo R.,Nieminen J.,Olivo R.
2015-02-24,Vesely J.,Rola B.,Rola B.
2015-02-24,Arguello F.,Montanes A.,Arguello F.
2015-02-24,Schwartzman D.,Berlocq C.,Berlocq C.
2015-02-24,Ramos-Vinolas A.,Zeballos H.,Ramos-Vinolas A.
2015-02-24,Molteni A.,Andreozzi G.,Andreozzi G.
2015-02-24,Bagnis F.,Cecchinato M.,Bagnis F.
2015-02-25,Andujar P.,Almagro N.,Almagro N.
2015-02-25,Delbonis F.,Lorenzi P.,Delbonis F.
2015-02-25,Andreozzi G.,Cuevas P.,Cuevas P.
2015-02-25,Monaco J.,Mayer L.,Monaco J.
2015-02-26,Arguello F.,Nadal R.,Nadal R.
2015-02-26,Rola B.,Bagnis F.,Rola B.
2015-02-26,Fognini F.,Berlocq C.,Berlocq C.
2015-02-26,Almagro N.,Ramos-Vinolas A.,Almagro N.
2015-02-27,Olivo R.,Robredo T.,Robredo T.
2015-02-27,Monaco J.,Cuevas P.,Monaco J.
2015-02-27,Robredo T.,Almagro N.,Almagro N.
2015-02-27,Berlocq C.,Rola B.,Berlocq C.
2015-02-28,Delbonis F.,Nadal R.,Nadal R.
2015-02-28,Monaco J.,Almagro N.,Monaco J.
2015-02-28,Berlocq C.,Nadal R.,Nadal R.
2015-03-01,Nadal R.,Monaco J.,Nadal R.
2015-02-23,Mcgee J.,Sousa J.,Sousa J.
2015-02-23,Golubev A.,Martin F.,Golubev A.
2015-02-23,Gulbis E.,Istomin D.,Istomin D.
2015-02-23,Federer R.,Youzhny M.,Federer R.
2015-02-23,Seppi A.,Gasquet R.,Gasquet R.
2015-02-24,Berdych T.,Chardy J.,Berdych T.
2015-02-24,Pouille L.,Bolelli S.,Bolelli S.
2015-02-24,Stakhovsky S.,Rosol L.,Stakhovsky S.
2015-02-24,Zverev A.,Ilhan M.,Ilhan M.
2015-02-24,Bautista R.,Thiem D.,Bautista R.
2015-02-24,Jaziri M.,Coric B.,Coric B.
2015-02-24,Murray A.,Muller G.,Murray A.
2015-02-24,Ward J.,Lopez F.,Lopez F.
2015-02-24,Baghdatis M.,Goffin D.,Baghdatis M.
2015-02-24,Pospisil V.,Djokovic N.,Djokovic N.
2015-02-24,Verdasco F.,Garcia-Lopez G.,Verdasco F.
2015-02-25,Sousa J.,Murray A.,Murray A.
2015-02-25,Stakhovsky S.,Istomin D.,Stakhovsky S.
2015-02-25,Bautista R.,Gasquet R.,Gasquet R.
2015-02-25,Berdych T.,Bolelli S.,Berdych T.
2015-02-25,Golubev A.,Djokovic N.,Djokovic N.
2015-02-25,Ilhan M.,Lopez F.,Ilhan M.
2015-02-25,Verdasco F.,Federer R.,Federer R.
2015-02-26,Coric B.,Murray A.,Coric B.
2015-02-26,Stakhovsky S.,Berdych T.,Berdych T.
2015-02-26,Djokovic N.,Ilhan M.,Djokovic N.
2015-02-27,Coric B.,Federer R.,Federer R.
2015-02-27,Djokovic N.,Berdych T.,Djokovic N.
2015-02-28,Djokovic N.,Federer R.,Federer R.
2015-03-12,Smyczek T.,Becker B.,Smyczek T.
2015-03-12,Gabashvili T.,Monaco J.,Monaco J.
2015-03-12,Dodig I.,Sousa J.,Dodig I.
2015-03-12,Lajovic D.,Delbonis F.,Delbonis F.
2015-03-12,Nieminen J.,De Bakker T.,Nieminen J.
2015-03-12,Troicki V.,Ramos-Vinolas A.,Ramos-Vinolas A.
2015-03-12,Duckworth J.,Thiem D.,Duckworth J.
2015-03-12,Zverev M.,Mannarino A.,Mannarino A.
2015-03-12,Melzer J.,Novikov D.,Melzer J.
2015-03-12,Matosevic M.,Roger-Vasselin E.,Roger-Vasselin E.
2015-03-13,Gimeno-Traver D.,Groth S.,Gimeno-Traver D.
2015-03-13,Struff J.L.,Kokkinakis T.,Kokkinakis T.
2015-03-13,Coric B.,Haider-Maurer A.,Coric B.
2015-03-13,Dancevic F.,Dolgopolov O.,Dolgopolov O.
2015-03-13,Berrer M.,Estrella Burgos V.,Berrer M.
2015-03-13,Carreno-Busta P.,Young D.,Young D.
2015-03-13,Klizan M.,Andujar P.,Klizan M.
2015-03-13,Querrey S.,Stakhovsky S.,Stakhovsky S.
2015-03-13,Sijsling I.,Krajinovic F.,Sijsling I.
2015-03-13,Granollers M.,Johnson S.,Johnson S.
2015-03-13,Bolelli S.,Bellucci T.,Bolelli S.
2015-03-13,Lu Y.H.,Sock J.,Sock J.
2015-03-13,Haase R.,Bolt A.,Haase R.
2015-03-13,Ito T.,Jaziri M.,Jaziri M.
2015-03-13,Schwartzman D.,Janowicz J.,Schwartzman D.
2015-03-14,Krajicek A.,Istomin D.,Istomin D.
2015-03-14,Hanescu V.,Youzhny M.,Hanescu V.
2015-03-14,Brown D.,Golubev A.,Golubev A.
2015-03-14,Kyrgios N.,Kudla D.,Kyrgios N.
2015-03-14,Delbonis F.,Anderson K.,Anderson K.
2015-03-14,Kohlschreiber P.,Smyczek T.,Kohlschreiber P.
2015-03-14,Duckworth J.,Verdasco F.,Verdasco F.
2015-03-14,Monaco J.,Cilic M.,Monaco J.
2015-03-14,Harrison R.,Nishikori K.,Nishikori K.
2015-03-14,Kokkinakis T.,Garcia-Lopez G.,Kokkinakis T.
2015-03-14,Gimeno-Traver D.,Gulbis E.,Gulbis E.
2015-03-14,Cuevas P.,Nieminen J.,Cuevas P.
2015-03-14,Pospisil V.,Murray A.,Murray A.
2015-03-14,Mannarino A.,Fognini F.,Mannarino A.
2015-03-14,Benneteau J.,Ramos-Vinolas A.,Ramos-Vinolas A.
2015-03-14,Lopez F.,Roger-Vasselin E.,Lopez F.
2015-03-15,Melzer J.,Isner J.,Isner J.
2015-03-15,Ferrer D.,Dodig I.,Ferrer D.
2015-03-15,Coric B.,Tomic B.,Tomic B.
2015-03-15,Djokovic N.,Baghdatis M.,Djokovic N.
2015-03-15,Chardy J.,Young D.,Young D.
2015-03-15,Dolgopolov O.,Giraldo S.,Dolgopolov O.
2015-03-15,Klizan M.,Rosol L.,Rosol L.
2015-03-15,Bautista R.,Istomin D.,Bautista R.
2015-03-15,Kyrgios N.,Dimitrov G.,Dimitrov G.
2015-03-15,Raonic M.,Bolelli S.,Raonic M.
2015-03-15,Hanescu V.,Seppi A.,Seppi A.
2015-03-15,Sock J.,Muller G.,Sock J.
2015-03-15,Wawrinka S.,Haase R.,Haase R.
2015-03-15,Federer R.,Schwartzman D.,Federer R.
2015-03-16,Karlovic I.,Johnson S.,Johnson S.
2015-03-16,Robredo T.,Golubev A.,Robredo T.
2015-03-16,Sijsling I.,Nadal R.,Nadal R.
2015-03-16,Berdych T.,Stakhovsky S.,Berdych T.
2015-03-16,Jaziri M.,Simon G.,Simon G.
2015-03-16,Mannarino A.,Gulbis E.,Mannarino A.
2015-03-16,Kohlschreiber P.,Murray A.,Murray A.
2015-03-16,Nishikori K.,Verdasco F.,Nishikori K.
2015-03-16,Monaco J.,Kokkinakis T.,Kokkinakis T.
2015-03-16,Isner J.,Anderson K.,Isner J.
2015-03-17,Ferrer D.,Tomic B.,Tomic B.
2015-03-17,Djokovic N.,Ramos-Vinolas A.,Djokovic N.
2015-03-17,Cuevas P.,Lopez F.,Lopez F.
2015-03-17,Berdych T.,Johnson S.,Berdych T.
2015-03-17,Haase R.,Rosol L.,Rosol L.
2015-03-17,Sock J.,Bautista R.,Sock J.
2015-03-17,Berrer M.,Simon G.,Simon G.
2015-03-17,Nadal R.,Young D.,Nadal R.
2015-03-17,Dolgopolov O.,Raonic M.,Raonic M.
2015-03-18,Robredo T.,Dimitrov G.,Robredo T.
2015-03-18,Seppi A.,Federer R.,Federer R.
2015-03-18,Lopez F.,Nishikori K.,Lopez F.
2015-03-18,Mannarino A.,Murray A.,Murray A.
2015-03-18,Berdych T.,Rosol L.,Berdych T.
2015-03-18,Robredo T.,Raonic M.,Raonic M.
2015-03-18,Nadal R.,Simon G.,Nadal R.
2015-03-18,Kokkinakis T.,Tomic B.,Tomic B.
2015-03-19,Federer R.,Sock J.,Federer R.
2015-03-19,Isner J.,Djokovic N.,Djokovic N.
2015-03-19,Murray A.,Lopez F.,Murray A.
2015-03-20,Berdych T.,Federer R.,Federer R.
2015-03-20,Raonic M.,Nadal R.,Raonic M.
2015-03-21,Murray A.,Djokovic N.,Djokovic N.
2015-03-21,Federer R.,Raonic M.,Federer R.
2015-03-22,Federer R.,Djokovic N.,Djokovic N.
2015-03-25,Berlocq C.,Kokkinakis T.,Berlocq C.
2015-03-25,Becker B.,Struff J.L.,Struff J.L.
2015-03-25,Chung H.,Granollers M.,Chung H.
2015-03-25,Soeda G.,Sock J.,Sock J.
2015-03-25,Duckworth J.,Dzumhur D.,Duckworth J.
2015-03-25,Stakhovsky S.,Almagro N.,Almagro N.
2015-03-25,Haase R.,Edmund K.,Haase R.
2015-03-25,Matosevic M.,Nieminen J.,Nieminen J.
2015-03-25,Ramos-Vinolas A.,Sousa J.,Ramos-Vinolas A.
2015-03-25,Menendez-Maceiras A.,Smyczek T.,Smyczek T.
2015-03-25,Thiem D.,Schwartzman D.,Thiem D.
2015-03-25,Istomin D.,Krajicek A.,Krajicek A.
2015-03-25,Monaco J.,Bemelmans R.,Monaco J.
2015-03-25,Estrella Burgos V.,Querrey S.,Querrey S.
2015-03-26,Youzhny M.,Golubev A.,Youzhny M.
2015-03-26,Berrer M.,Falla A.,Falla A.
2015-03-26,Gabashvili T.,Andujar P.,Gabashvili T.
2015-03-26,Johnson S.,Kukushkin M.,Kukushkin M.
2015-03-26,Klizan M.,Lorenzi P.,Klizan M.
2015-03-26,Baghdatis M.,Bolelli S.,Bolelli S.
2015-03-26,Coric B.,Haider-Maurer A.,Coric B.
2015-03-26,Groth S.,Zverev A.,Zverev A.
2015-03-26,Pospisil V.,Del Potro J.M.,Pospisil V.
2015-03-26,Roger-Vasselin E.,Janowicz J.,Janowicz J.
2015-03-26,Darcis S.,Jaziri M.,Darcis S.
2015-03-26,Berankis R.,Dolgopolov O.,Dolgopolov O.
2015-03-26,Delbonis F.,Vesely J.,Delbonis F.
2015-03-26,Harrison R.,Melzer J.,Melzer J.
2015-03-26,Rublev A.,Carreno-Busta P.,Rublev A.
2015-03-27,Hewitt L.,Bellucci T.,Bellucci T.
2015-03-27,Berdych T.,Chung H.,Berdych T.
2015-03-27,Krajicek A.,Tomic B.,Tomic B.
2015-03-27,Anderson K.,Querrey S.,Anderson K.
2015-03-27,Struff J.L.,Garcia-Lopez G.,Garcia-Lopez G.
2015-03-27,Murray A.,Young D.,Murray A.
2015-03-27,Nieminen J.,Mayer L.,Mayer L.
2015-03-27,Giraldo S.,Haase R.,Giraldo S.
2015-03-27,Lopez F.,Thiem D.,Thiem D.
2015-03-27,Wawrinka S.,Berlocq C.,Wawrinka S.
2015-03-27,Almagro N.,Nadal R.,Nadal R.
2015-03-28,Nishikori K.,Youzhny M.,Nishikori K.
2015-03-28,Zverev A.,Rosol L.,Rosol L.
2015-03-28,Simon G.,Kukushkin M.,Simon G.
2015-03-28,Ramos-Vinolas A.,Mannarino A.,Mannarino A.
2015-03-28,Verdasco F.,Duckworth J.,Verdasco F.
2015-03-28,Gulbis E.,Monaco J.,Monaco J.
2015-03-28,Troicki V.,Bolelli S.,Troicki V.
2015-03-28,Smyczek T.,Tsonga J.W.,Tsonga J.W.
2015-03-28,Sock J.,Fognini F.,Sock J.
2015-03-28,Krajinovic F.,Monfils G.,Monfils G.
2015-03-28,Isner J.,Rublev A.,Isner J.
2015-03-28,Karlovic I.,Falla A.,Falla A.
2015-03-28,Ferrer D.,Delbonis F.,Ferrer D.
2015-03-28,Bautista R.,Janowicz J.,Janowicz J.
2015-03-28,Chardy J.,Melzer J.,Chardy J.
2015-03-28,Muller G.,Darcis S.,Darcis S.
2015-03-28,Dolgopolov O.,Robredo T.,Dolgopolov O.
2015-03-28,Pospisil V.,Dimitrov G.,Dimitrov G.
2015-03-28,Goffin D.,Coric B.,Goffin D.
2015-03-28,Gabashvili T.,Raonic M.,Raonic M.
2015-03-29,Bellucci T.,Cuevas P.,Bellucci T.
2015-03-29,Klizan M.,Djokovic N.,Djokovic N.
2015-03-29,Anderson K.,Mayer L.,Anderson K.
2015-03-29,Giraldo S.,Murray A.,Murray A.
2015-03-29,Thiem D.,Sock J.,Thiem D.
2015-03-29,Wawrinka S.,Mannarino A.,Mannarino A.
2015-03-29,Monfils G.,Tsonga J.W.,Monfils G.
2015-03-29,Nadal R.,Verdasco F.,Verdasco F.
2015-03-29,Berdych T.,Tomic B.,Berdych T.
2015-03-30,Garcia-Lopez G.,Monaco J.,Monaco J.
2015-03-30,Nishikori K.,Troicki V.,Nishikori K.
2015-03-30,Bellucci T.,Dolgopolov O.,Dolgopolov O.
2015-03-30,Goffin D.,Janowicz J.,Goffin D.
2015-03-30,Chardy J.,Raonic M.,Raonic M.
2015-03-30,Ferrer D.,Rosol L.,Ferrer D.
2015-03-30,Darcis S.,Djokovic N.,Djokovic N.
2015-03-31,Simon G.,Falla A.,Simon G.
2015-03-31,Dimitrov G.,Isner J.,Isner J.
2015-03-31,Thiem D.,Mannarino A.,Thiem D.
2015-03-31,Verdasco F.,Monaco J.,Monaco J.
2015-03-31,Murray A.,Anderson K.,Murray A.
2015-03-31,Simon G.,Ferrer D.,Ferrer D.
2015-03-31,Djokovic N.,Dolgopolov O.,Djokovic N.
2015-03-31,Goffin D.,Nishikori K.,Nishikori K.
2015-04-01,Isner J.,Raonic M.,Isner J.
2015-04-01,Thiem D.,Murray A.,Murray A.
2015-04-02,Berdych T.,Monaco J.,Berdych T.
2015-04-02,Nishikori K.,Isner J.,Isner J.
2015-04-03,Djokovic N.,Ferrer D.,Djokovic N.
2015-04-03,Berdych T.,Murray A.,Murray A.
2015-04-04,Djokovic N.,Isner J.,Djokovic N.
2015-04-05,Murray A.,Djokovic N.,Djokovic N.
2015-04-06,Berlocq C.,Carreno-Busta P.,Berlocq C.
2015-04-06,Ramos-Vinolas A.,Kukushkin M.,Kukushkin M.
2015-04-06,Brown D.,Kuznetsov An.,Brown D.
2015-04-07,Struff J.L.,Haider-Maurer A.,Haider-Maurer A.
2015-04-07,Youzhny M.,Idmbarek Y.,Youzhny M.
2015-04-07,Kamke T.,Andujar P.,Andujar P.
2015-04-07,Ouahab L.,Haase R.,Ouahab L.
2015-04-07,Mathieu P.H.,Dzumhur D.,Dzumhur D.
2015-04-07,Bedene A.,Gonzalez M.,Bedene A.
2015-04-07,Daniel T.,Almagro N.,Almagro N.
2015-04-07,De Greef A.,Schwartzman D.,De Greef A.
2015-04-07,Jaziri M.,Gimeno-Traver D.,Gimeno-Traver D.
2015-04-08,Klizan M.,Brown D.,Klizan M.
2015-04-08,Andujar P.,Haider-Maurer A.,Haider-Maurer A.
2015-04-08,Almagro N.,Berlocq C.,Almagro N.
2015-04-09,De Greef A.,Bedene A.,Bedene A.
2015-04-09,Vesely J.,Youzhny M.,Vesely J.
2015-04-09,Garcia-Lopez G.,Ouahab L.,Ouahab L.
2015-04-10,Vesely J.,Bedene A.,Vesely J.
2015-04-10,Ouahab L.,Gimeno-Traver D.,Gimeno-Traver D.
2015-04-10,Klizan M.,Almagro N.,Klizan M.
2015-04-10,Haider-Maurer A.,Dzumhur D.,Dzumhur D.
2015-04-11,Gimeno-Traver D.,Vesely J.,Gimeno-Traver D.
2015-04-11,Dzumhur D.,Klizan M.,Klizan M.
2015-04-12,Klizan M.,Gimeno-Traver D.,Klizan M.
2015-04-06,Estrella Burgos V.,Groth S.,Groth S.
2015-04-06,Delbonis F.,Berankis R.,Delbonis F.
2015-04-07,Hewitt L.,Soeda G.,Soeda G.
2015-04-07,Chardy J.,Lajovic D.,Chardy J.
2015-04-07,Smyczek T.,Gabashvili T.,Gabashvili T.
2015-04-07,Chung H.,Arguello F.,Chung H.
2015-04-07,Dutra Silva R.,Giraldo S.,Giraldo S.
2015-04-07,Johnson S.,Young D.,Johnson S.
2015-04-08,Souza J.,Sock J.,Sock J.
2015-04-08,Chardy J.,Soeda G.,Chardy J.
2015-04-08,Delbonis F.,Anderson K.,Anderson K.
2015-04-08,Querrey S.,Johnson S.,Querrey S.
2015-04-09,Groth S.,Lopez F.,Lopez F.
2015-04-09,Sock J.,Bautista R.,Sock J.
2015-04-10,Chung H.,Verdasco F.,Verdasco F.
2015-04-10,Gabashvili T.,Isner J.,Gabashvili T.
2015-04-11,Chardy J.,Anderson K.,Anderson K.
2015-04-11,Sock J.,Giraldo S.,Sock J.
2015-04-11,Gabashvili T.,Verdasco F.,Verdasco F.
2015-04-11,Querrey S.,Lopez F.,Querrey S.
2015-04-11,Anderson K.,Sock J.,Sock J.
2015-04-11,Querrey S.,Verdasco F.,Querrey S.
2015-04-12,Querrey S.,Sock J.,Sock J.
2015-04-12,Estrella Burgos V.,Bolelli S.,Estrella Burgos V.
2015-04-12,Rosol L.,Tomic B.,Tomic B.
2015-04-13,Haider-Maurer A.,Gulbis E.,Haider-Maurer A.
2015-04-13,Kukushkin M.,Kohlschreiber P.,Kohlschreiber P.
2015-04-13,Dolgopolov O.,Coric B.,Dolgopolov O.
2015-04-13,Kudla D.,Paire B.,Paire B.
2015-04-13,Stakhovsky S.,Carreno-Busta P.,Stakhovsky S.
2015-04-13,Gombos N.,Goffin D.,Goffin D.
2015-04-13,Sousa J.,Roger-Vasselin E.,Sousa J.
2015-04-13,Haase R.,Ramos-Vinolas A.,Ramos-Vinolas A.
2015-04-13,Fognini F.,Janowicz J.,Fognini F.
2015-04-13,Becker B.,Bautista R.,Bautista R.
2015-04-13,Isner J.,Johnson S.,Isner J.
2015-04-14,Mannarino A.,Granollers M.,Granollers M.
2015-04-14,Monfils G.,Kuznetsov An.,Monfils G.
2015-04-14,Thiem D.,Pouille L.,Pouille L.
2015-04-14,Monaco J.,Vesely J.,Monaco J.
2015-04-14,Seppi A.,Robredo T.,Robredo T.
2015-04-14,Chardy J.,Schwartzman D.,Chardy J.
2015-04-14,Struff J.L.,Tsonga J.W.,Tsonga J.W.
2015-04-14,Troicki V.,Klizan M.,Troicki V.
2015-04-14,Balleret B.,Simon G.,Simon G.
2015-04-14,Dimitrov G.,Verdasco F.,Dimitrov G.
2015-04-14,Ramos-Vinolas A.,Djokovic N.,Djokovic N.
2015-04-14,Haider-Maurer A.,Tomic B.,Haider-Maurer A.
2015-04-15,Stakhovsky S.,Berdych T.,Berdych T.
2015-04-15,Bautista R.,Kohlschreiber P.,Bautista R.
2015-04-15,Granollers M.,Robredo T.,Robredo T.
2015-04-15,Wawrinka S.,Monaco J.,Wawrinka S.
2015-04-15,Pouille L.,Nadal R.,Nadal R.
2015-04-15,Simon G.,Paire B.,Simon G.
2015-04-15,Fognini F.,Dimitrov G.,Dimitrov G.
2015-04-15,Federer R.,Chardy J.,Federer R.
2015-04-15,Sousa J.,Raonic M.,Raonic M.
2015-04-15,Isner J.,Troicki V.,Isner J.
2015-04-15,Goffin D.,Tsonga J.W.,Tsonga J.W.
2015-04-15,Monfils G.,Dolgopolov O.,Monfils G.
2015-04-16,Robredo T.,Raonic M.,Raonic M.
2015-04-16,Dimitrov G.,Wawrinka S.,Dimitrov G.
2015-04-16,Federer R.,Monfils G.,Monfils G.
2015-04-16,Berdych T.,Bautista R.,Berdych T.
2015-04-16,Isner J.,Nadal R.,Nadal R.
2015-04-16,Cilic M.,Tsonga J.W.,Cilic M.
2015-04-16,Simon G.,Ferrer D.,Ferrer D.
2015-04-16,Djokovic N.,Haider-Maurer A.,Djokovic N.
2015-04-17,Dimitrov G.,Monfils G.,Monfils G.
2015-04-17,Djokovic N.,Cilic M.,Djokovic N.
2015-04-17,Ferrer D.,Nadal R.,Nadal R.
2015-04-18,Berdych T.,Monfils G.,Berdych T.
2015-04-18,Nadal R.,Djokovic N.,Djokovic N.
2015-04-19,Djokovic N.,Berdych T.,Djokovic N.
2015-04-20,Souza J.,Kukushkin M.,Kukushkin M.
2015-04-20,Carballes Baena R.,Struff J.L.,Carballes Baena R.
2015-04-20,Sugita Y.,Bellucci T.,Bellucci T.
2015-04-20,Kuznetsov An.,Fucsovics M.,Kuznetsov An.
2015-04-20,Munar J.,Paire B.,Paire B.
2015-04-20,Andujar P.,Ramos-Vinolas A.,Andujar P.
2015-04-20,De Bakker T.,Ymer E.,Ymer E.
2015-04-20,Granollers M.,Matosevic M.,Granollers M.
2015-04-20,Carreno-Busta P.,Gabashvili T.,Gabashvili T.
2015-04-21,Sousa J.,De Schepper K.,Sousa J.
2015-04-21,Thiem D.,Estrella Burgos V.,Estrella Burgos V.
2015-04-21,Ilhan M.,Ward J.,Ilhan M.
2015-04-21,Berankis R.,Montanes A.,Montanes A.
2015-04-21,Rublev A.,Verdasco F.,Rublev A.
2015-04-21,Gonzalez A.,Monaco J.,Monaco J.
2015-04-21,Bautista R.,Bellucci T.,Bautista R.
2015-04-21,Gabashvili T.,Nishikori K.,Nishikori K.
2015-04-21,Robredo T.,Kukushkin M.,Robredo T.
2015-04-21,Carballes Baena R.,Cuevas P.,Cuevas P.
2015-04-22,Andujar P.,Mayer L.,Andujar P.
2015-04-22,Cilic M.,Estrella Burgos V.,Estrella Burgos V.
2015-04-22,Giraldo S.,Sousa J.,Giraldo S.
2015-04-22,Monaco J.,Klizan M.,Klizan M.
2015-04-22,Ymer E.,Kyrgios N.,Ymer E.
2015-04-22,Montanes A.,Ferrer D.,Ferrer D.
2015-04-22,Kohlschreiber P.,Kuznetsov An.,Kohlschreiber P.
2015-04-22,Almagro N.,Nadal R.,Nadal R.
2015-04-22,Lopez F.,Ilhan M.,Lopez F.
2015-04-22,Gulbis E.,Paire B.,Paire B.
2015-04-22,Granollers M.,Tsonga J.W.,Granollers M.
2015-04-22,Rublev A.,Fognini F.,Fognini F.
2015-04-23,Bautista R.,Cuevas P.,Bautista R.
2015-04-23,Giraldo S.,Nishikori K.,Nishikori K.
2015-04-23,Klizan M.,Estrella Burgos V.,Klizan M.
2015-04-23,Ymer E.,Ferrer D.,Ferrer D.
2015-04-23,Andujar P.,Lopez F.,Andujar P.
2015-04-23,Nadal R.,Fognini F.,Fognini F.
2015-04-23,Kohlschreiber P.,Paire B.,Kohlschreiber P.
2015-04-23,Granollers M.,Robredo T.,Robredo T.
2015-04-24,Nishikori K.,Bautista R.,Nishikori K.
2015-04-24,Robredo T.,Klizan M.,Klizan M.
2015-04-24,Ferrer D.,Kohlschreiber P.,Ferrer D.
2015-04-24,Fognini F.,Andujar P.,Andujar P.
2015-04-25,Nishikori K.,Klizan M.,Nishikori K.
2015-04-25,Ferrer D.,Andujar P.,Andujar P.
2015-04-26,Nishikori K.,Andujar P.,Nishikori K.
2015-04-20,Mayer F.,Jaziri M.,Jaziri M.
2015-04-20,Gimeno-Traver D.,Troicki V.,Gimeno-Traver D.
2015-04-20,Stakhovsky S.,Coric B.,Coric B.
2015-04-20,Youzhny M.,Copil M.,Youzhny M.
2015-04-21,Dodig I.,Haider-Maurer A.,Haider-Maurer A.
2015-04-21,Baghdatis M.,Darcis S.,Baghdatis M.
2015-04-21,Golubev A.,Bolelli S.,Bolelli S.
2015-04-21,Garcia-Lopez G.,Giustino L.,Garcia-Lopez G.
2015-04-21,Zopp J.,Lajovic D.,Lajovic D.
2015-04-21,Tipsarevic J.,Fabbiano T.,Tipsarevic J.
2015-04-21,Istomin D.,Mektic N.,Mektic N.
2015-04-21,Vesely J.,Schwartzman D.,Vesely J.
